source country,source sector,source sector group,color,target country,target sector,target sector group,amount,year
RoW America,Cultivation of oil seeds,"Agriculture, forestry and fishing",lime,China,Plastics,Manufacture and production,1736.60530802,2010
RoW America,Cultivation of crops,"Agriculture, forestry and fishing",lime,USA,Processing of food products,Manufacture and production,1532.33066256,2010
Brazil,Cultivation of oil seeds,"Agriculture, forestry and fishing",lime,China,Processing vegetable oils and fats,Manufacture and production,1522.43571709,2010
USA,Cultivation of cereal grains,"Agriculture, forestry and fishing",lime,Mexico,Processing of food products,Manufacture and production,1498.70711036,2010
India,Cultivation of plant-based fibers,"Agriculture, forestry and fishing",lime,RoW Asia and Pacific,Chemicals,Manufacture and production,1379.88617932,2010
RoW America,Cultivation of wheat,"Agriculture, forestry and fishing",lime,Brazil,Processing of food products,Manufacture and production,1279.10828321,2010
RoW Middle East,Cultivation of plant-based fibers,"Agriculture, forestry and fishing",lime,RoW Asia and Pacific,Chemicals,Manufacture and production,1245.14549879,2010
USA,Cultivation of cereal grains,"Agriculture, forestry and fishing",lime,South Korea,Processing of food products,Manufacture and production,1155.51228808,2010
Mexico,"Cultivation of vegetables, fruit, nuts","Agriculture, forestry and fishing",lime,USA,Processing of food products,Manufacture and production,1122.66164777,2010
RoW America,"Cultivation of vegetables, fruit, nuts","Agriculture, forestry and fishing",lime,USA,Processing of food products,Manufacture and production,1121.77304904,2010
RoW America,Cultivation of cereal grains,"Agriculture, forestry and fishing",lime,RoW Middle East,Chemicals,Manufacture and production,1085.08404927,2010
RoW America,Cultivation of oil seeds,"Agriculture, forestry and fishing",lime,Taiwan,Processing of food products,Manufacture and production,1076.53384827,2010
RoW Asia and Pacific,Forestry,"Agriculture, forestry and fishing",lime,China,Paper,Manufacture and production,1038.08480598,2010
RoW Europe,Cultivation of cereal grains,"Agriculture, forestry and fishing",lime,RoW Middle East,Chemicals,Manufacture and production,1030.1538322,2010
Brazil,Cultivation of oil seeds,"Agriculture, forestry and fishing",lime,China,Plastics,Manufacture and production,930.392464343,2010
USA,Cultivation of wheat,"Agriculture, forestry and fishing",lime,RoW Middle East,Chemicals,Manufacture and production,921.479362648,2010
RoW Asia and Pacific,"Cultivation of vegetables, fruit, nuts","Agriculture, forestry and fishing",lime,RoW Middle East,Chemicals,Manufacture and production,851.86519218,2010
USA,Cultivation of cereal grains,"Agriculture, forestry and fishing",lime,RoW Middle East,Chemicals,Manufacture and production,845.733889983,2010
Brazil,Cultivation of oil seeds,"Agriculture, forestry and fishing",lime,Taiwan,Processing of food products,Manufacture and production,844.084138386,2010
India,Cultivation of plant-based fibers,"Agriculture, forestry and fishing",lime,China,Cultivation of plant-based fibers,"Agriculture, forestry and fishing",833.862467678,2010
RoW America,Cultivation of crops,"Agriculture, forestry and fishing",lime,USA,Manufacture of tobacco products,Manufacture and production,830.480480028,2010
RoW Asia and Pacific,Cultivation of crops,"Agriculture, forestry and fishing",lime,China,Construction,Utilities,822.765676629,2010
Canada,Cattle farming,"Agriculture, forestry and fishing",lime,USA,Processing of meat cattle,Manufacture and production,821.096315517,2010
RoW Asia and Pacific,Cultivation of crops,"Agriculture, forestry and fishing",lime,USA,Processing of food products,Manufacture and production,809.731236636,2010
India,Cultivation of plant-based fibers,"Agriculture, forestry and fishing",lime,China,Manufacture of wood products,Manufacture and production,718.08016023,2010
RoW Asia and Pacific,Cultivation of crops,"Agriculture, forestry and fishing",lime,China,Manufacture of tobacco products,Manufacture and production,715.414070154,2010
RoW Asia and Pacific,"Cultivation of vegetables, fruit, nuts","Agriculture, forestry and fishing",lime,Japan,Processing of food products,Manufacture and production,704.856960811,2010
RoW Africa,Cultivation of crops,"Agriculture, forestry and fishing",lime,USA,Processing of food products,Manufacture and production,688.353164111,2010
RoW Asia and Pacific,Forestry,"Agriculture, forestry and fishing",lime,China,Chemicals,Manufacture and production,675.551706553,2010
RoW America,Cultivation of oil seeds,"Agriculture, forestry and fishing",lime,RoW Middle East,Chemicals,Manufacture and production,643.247224309,2010
RoW Asia and Pacific,Cultivation of crops,"Agriculture, forestry and fishing",lime,Japan,Processing of food products,Manufacture and production,642.878689462,2010
Indonesia,Cultivation of crops,"Agriculture, forestry and fishing",lime,USA,Processing of food products,Manufacture and production,637.817635205,2010
RoW Europe,Cultivation of wheat,"Agriculture, forestry and fishing",lime,RoW Middle East,Chemicals,Manufacture and production,628.189053303,2010
USA,Cultivation of plant-based fibers,"Agriculture, forestry and fishing",lime,RoW Asia and Pacific,Chemicals,Manufacture and production,615.347375712,2010
France,Cultivation of wheat,"Agriculture, forestry and fishing",lime,RoW Middle East,Chemicals,Manufacture and production,604.763846053,2010
RoW Asia and Pacific,Cultivation of wheat,"Agriculture, forestry and fishing",lime,RoW Middle East,Chemicals,Manufacture and production,581.510846936,2010
RoW America,"Cultivation of vegetables, fruit, nuts","Agriculture, forestry and fishing",lime,Brazil,Chemicals,Manufacture and production,574.736212133,2010
RoW Asia and Pacific,Forestry,"Agriculture, forestry and fishing",lime,China,Manufacture of rubber and plastic products,Manufacture and production,544.775997787,2010
RoW Asia and Pacific,"Cultivation of vegetables, fruit, nuts","Agriculture, forestry and fishing",lime,India,Processing of food products,Manufacture and production,544.385329227,2010
USA,Cultivation of wheat,"Agriculture, forestry and fishing",lime,RoW America,Processing of food products,Manufacture and production,544.143001956,2010
RoW Asia and Pacific,Forestry,"Agriculture, forestry and fishing",lime,Taiwan,Manufacture of rubber and plastic products,Manufacture and production,531.458318081,2010
RoW Asia and Pacific,Forestry,"Agriculture, forestry and fishing",lime,India,Paper,Manufacture and production,530.990552391,2010
India,Cultivation of plant-based fibers,"Agriculture, forestry and fishing",lime,Taiwan,Manufacture of textiles,Manufacture and production,526.067285397,2010
USA,Cultivation of wheat,"Agriculture, forestry and fishing",lime,Japan,Processing of food products,Manufacture and production,524.469073174,2010
USA,Cultivation of plant-based fibers,"Agriculture, forestry and fishing",lime,China,Cultivation of plant-based fibers,"Agriculture, forestry and fishing",522.586685938,2010
Indonesia,Cultivation of crops,"Agriculture, forestry and fishing",lime,China,Processing of food products,Manufacture and production,517.921576575,2010
RoW Asia and Pacific,"Cultivation of vegetables, fruit, nuts","Agriculture, forestry and fishing",lime,China,Hotels and restaurants,Utilities,507.54268739,2010
USA,Cultivation of oil seeds,"Agriculture, forestry and fishing",lime,RoW Middle East,Chemicals,Manufacture and production,487.013944376,2010
RoW Africa,Cultivation of crops,"Agriculture, forestry and fishing",lime,Netherlands,Manufacture of tobacco products,Manufacture and production,478.284769847,2010
Russia,Forestry,"Agriculture, forestry and fishing",lime,China,Paper,Manufacture and production,467.574563558,2010
RoW Asia and Pacific,Forestry,"Agriculture, forestry and fishing",lime,South Korea,Manufacture of wood products,Manufacture and production,463.100379556,2010
Canada,Cultivation of oil seeds,"Agriculture, forestry and fishing",lime,Japan,Processing vegetable oils and fats,Manufacture and production,461.225824062,2010
RoW Africa,Cultivation of oil seeds,"Agriculture, forestry and fishing",lime,RoW Middle East,Chemicals,Manufacture and production,457.446840073,2010
Brazil,Cattle farming,"Agriculture, forestry and fishing",lime,RoW America,Chemicals,Manufacture and production,456.810368715,2010
RoW Asia and Pacific,Cultivation of crops,"Agriculture, forestry and fishing",lime,China,Cultivation of crops,"Agriculture, forestry and fishing",455.359300234,2010
Australia,Cultivation of wheat,"Agriculture, forestry and fishing",lime,RoW Middle East,Chemicals,Manufacture and production,452.637792658,2010
USA,Cultivation of plant-based fibers,"Agriculture, forestry and fishing",lime,China,Manufacture of wood products,Manufacture and production,450.027329719,2010
RoW Asia and Pacific,Cultivation of crops,"Agriculture, forestry and fishing",lime,USA,Manufacture of tobacco products,Manufacture and production,438.076108573,2010
RoW Asia and Pacific,Cultivation of wheat,"Agriculture, forestry and fishing",lime,Turkey,Processing of food products,Manufacture and production,434.572730761,2010
RoW Asia and Pacific,Forestry,"Agriculture, forestry and fishing",lime,India,Manufacture of wood products,Manufacture and production,433.578134458,2010
USA,Cultivation of plant-based fibers,"Agriculture, forestry and fishing",lime,Turkey,Manufacture of textiles,Manufacture and production,427.676390719,2010
